title,description,bloggername,bloggerlink,postdate
"이우코로나사태 388명, 의무핵산검사 3,4일 연장(22.8.9)",2022년 하반기 8.2 이우 코로나 사태가 계속 진행중입니다. 중국 이우시에는 8월 8일 밤 사이에 22명의 코로나 환자가 등록되었습니다. 이우시 옆 동네 동양에서는 9일 0시를 기점으로 이우-동양 도로를 정밀...,중국음악세상,https://blog.naver.com/easychina,20220809
[블챌] 7월 5주 ep.9 마침내 코로나,코로나에 걸렸다. 장장 2년이 넘는 시간 동안 그 수많은 밀접 접촉에도 살아남았던 나도 예외없이... 코로나 선배들의 마음을 담은 선물들. 고마워.. 맹물아니고 원없이 타먹었다. 컨텐츠를 마르고 닳도록 보고...,기록장 Let it flow,https://blog.naver.com/rosebud864,20220801
[인터뷰] 코로나 시국에도 ‘이국적 국내 명소’ 입소문으로 뜬...,"[간삼건축 제공(이승무 작가)] 코로나로 인한 사회적 거리두기가 절정에 달했던 2020년 10월 한국에 세계 최대 규모 인공 서핑장 ‘시흥 웨이브파크’가 개장했다. 계절감 때문일까, 코로나 시국 때문이었을까....",네이버 여행+,https://blog.naver.com/the_trip,20220727
코로나 자가진단 키트 사용법 증상 지원금까지!,↘코로나 양성 확진 3일차↘ 코로나 양성 확진 계기 시간은 흘러흘러 지난 토요일이었드래요.. ㅠㅠ 아부지로부터 시작된 코로나는 어무이께로.. 결국 제게도 찾아왔드래요 ㅠㅠ 그리고 지금은 온 가족이...,열정리더 임기자와 함께하는 자신감 챌린지,https://blog.naver.com/joeun523,20220815
중랑구 면목역 코로나 임시선별검사소 운영정보,지난 4월 코로나19가 안정적으로 줄어들면서 단계적 일상회복에 각 지자체의 임시 선별검사소가 대부분 철수를 했는데요. 최근 코로나19의 재유행이 우려되어 중랑구에서도 코로나 검사 편의를 위해 7월...,[근육요정 알프],https://blog.naver.com/nicenet,20220805
코로나 이전으로,"코로나 시대를 사는 학생들이 안스럽기도 했고, 내가 그들과는 다른 세대여서 학생들과 나의... 쓰고 아무렇지도 않게 일상을 영위하고 있다. 그런데 나는 왜 아직도 코로나 이전으로 돌아간 느낌이 안 나는 걸까?",외면과 견인 사이,https://blog.naver.com/fireflybugs,20220813
"대구내일학교, 코로나 이후 처음으로 체험학습 떠나요",이번 현장체험학습은 코로나19로 휴업과 비대면 수업 전환 등을 거쳐 교육과정을 어렵게 이수하고... 강은희 교육감은 “그 동안 코로나 팬데믹이라는 어려운 상황 속에서 꾸준히 배움을 실천하신 분들이...,"대구교육청, 미래를 배운다 함께 성장한다",https://blog.naver.com/dgeduon,20220722
"방콕 공항 ATK 코로나 검사 후기(저렴한 곳, 대기시간, 귀국 후...","공항 코로나 검사, 일명 ATK 검사를 바로 2일 전에 받고 왔는데, 이거 은근 알고 가면 좋은 정보가 많고... 그래서인지 두번째 코로나 검사소가 훨~씬 더 대기하는 사람들이 많았었다. (검사소 운영 시간은 오후...","It&apos;s Travel Time, 여행에 빠지다.",https://blog.naver.com/saladin324,20220816
주간 그림일기 - 코로나 확진 일기,남들 다 걸릴 때 우리 부부만 안 걸리길래 코로나는 남 얘긴 줄 알았던 우리 부부. 남얘기가 우리 얘기가 되어버림. 남편은 병원 방문 전날 코로나 증상이 있었고 나는 아예 없었던지라 난 괜찮을 줄 알았다. 응...,덕질할고냥,https://blog.naver.com/goldenshuu,20220802
새로운 흡입형 코로나 19 치료제,Credit: UC Berkeley photo by Brittany Hosea-Small) 코로나 19는 여전히 우리 곁에 머물면서 우리를... 이용한 코로나 19 치료제를 개발하고 있습니다. ASOs는 한 마디로 말해 세포 외부에서...,고든의 블로그,https://blog.naver.com/jjy0501,20220813
코로나 후유증 기침 어지러움 설사 가래 피로 증상의 기록,심한 코로나 후유증 증상은 기침과 어지러움으로 아무래도 기침을 하니까 자연스럽게 어지러움이 동반되고 가래가 나오는 것 같아요 그래서 코로나 후유증 기침 증상의 경우 한번 시작되면 계속 지속되는...,화장품읽어주는남자,https://blog.naver.com/cosreader,20220809
코로나19 일상방역 생활화를 위한 안내문을 소개할께요!,오늘 소개할 내용은 코로나 19 일상방역 생활화를 위한 안내문 입니다. 휴가의 끝! 코로나 19는 다시 재확산 조짐을 보이고 있는데요. 안전한 코로나 상황! 일.생활 균형의 조화로움을 위한 일상방역 생활화를...,"독서하고 커피마시고 육아하는 블루닷라운지,카페102",https://blog.naver.com/koip,20220816
코로나확진자 자가격리 기간 지원금 재택치료 약,코로나 확진자 자가격리 기잔 재택치료 약 지원금 아버님으로부터 전화가 왔다. 어제 가까운 의원에 가서 코로나 확진을 받으셨다고 한다. 오늘 문자를 받았는데 글자도 잘 안 보이시거 복잡하니 잘 보고 설명을...,어디까지 들었니?,https://blog.naver.com/dreammorning,20220809
코로나 간병기 1.5일차,집에서 코로나에 평생 안 걸리는 건 불가능한 일이겠지. 병원에 대기 중인 사람이 많아서 한참 기다렸는데 그중에 4명 정도만 일반 진료 보는 사람이었고 나머지( 12명 ) 다 코로나 검사 받으러 온 사람들이었다....,빛을 잃은 날개: Purple Cave :,https://blog.naver.com/nareatail,20220808
[포르투_ Porto] 포르투 공항(OPO) 출국 전 코로나 검사 및...,포르투 공항 코로나 검사 및 결과지 발급처 _ 포르투 안녕하세요. 드디어 더블린으로 돌아갑니다.... 오늘은 포르투 공항에서 인천으로 가는 경우 또는 경유라도 코로나 검사가 필요한 분을 위해 따끈한...,봄사랑 _ 세상으로의 외출,https://blog.naver.com/bomsarang_e,20220815
코로나 확진자 생활지원금 신청 온라인으로 가능,코로나 확진자 생활지원금 신청 온라인으로 가능 코로나 확진자가 급증하는 가운데 정부에서는 코로나 확진자 생활지원금 지급 예산이 줄어들었다고 하는데요. 예전에는 확진자라면 모두 지급이 됐었지만...,희망찬 포유 상담센터,https://blog.naver.com/tipytipy,20220811
코로나일지,"화사 같은부서에 3명이나 확진이 나있상태라 코로나로 짐작할수 있었고, 월요일 병원에가 남편은 양성... 라는 생각을 잠시했다. (그런곳이 과연 있을까?) #류마티스 #섬유근육통증후군 #코로나19 #의학적접종예외자",아이들과 성장하는 요즘엄마 :),https://blog.naver.com/ch90486,20220810
결국 걸려버린 코로나,2022년 8월 3일 그냥 몸살 감기인줄 알았는데 코로나에 걸려버렸어요 갑작스럽게 오한이 오면서 열이... 병원가서 체온을 재보니 39도 였어요 어쩐지… 코로나 검사 후 확진이 되면 보건소에 보고가 되어야 한다고...,Atelier Dal,https://blog.naver.com/cookiemon01,20220809
"코로나 신속항원검사 보건소 PCR 검사 무료 대상, 병원 비용","코로나 신속항원검사와 코로나 PCR검사, 병원에서 받을 때 비용 보건소 무료 검사 대상 기준 정리 2022.07.12ver 최근에 또 다른 변종으로 인해서 보건소 PCR검사와 병원 신속항원검사를 하는 수요인원이 조금씩...",남매의 기적,https://blog.naver.com/qlcsk1129,20220712
코로나19 백신 4차 접종 완료,"코로나19 백신 4차 접종 완료 지난달 18일부터 50대 코로나19 백신 사전 예약이 시작되어, 집근처 이비인후과로 8월2일 예약해 어제 접종하고 왔어요. 사전예약 접종이 8월1일부터 시작인데 제가 예약한 병원은...",즐거운 놀이터,https://blog.naver.com/mjh0712,20220803
《[코로나백신 과 원숭이두창] 으로 인류에게 사기치는 이 시대,《[코로나백신 과 원숭이두창] 으로 인류에게 사기치는 이 시대의 [재림예수] 또는 [미륵불] 은... 와 [코로나진실규명의사회] 의 [이왕재 이영미] 등의 목숨을 건 주장을 [깨달음의 언어] 로 옮기면...,에덴의 중심(믿음),https://blog.naver.com/wjswogh61,20220711
[의료건강지킴이] 방심하면 당한다! 코로나 재유행,생활건강 #코로나 #재유행 #BA.5 #발열 #인후통 #근육통 #피로감 #자가진단 #자가진단키트 #마스크 #거리두기 #손씻기 #예방 [의료건강지킴이] 방심하면 당한다! 코로나 재유행 전염성이 강하고 면역회피 능력이...,한국의료분쟁조정중재원,https://blog.naver.com/kmedi6210,20220810
"사직할아버지 마허 교수 별세, 코로나19 합병증으로 인한 폐렴...",코로나19 합병증으로 인한 폐렴을 앓았던 것으로 알려져있는데요. 지난 6일 자택에서 동아대병원으로 응급 후송됐던 마허 교수는 코로나 집중 치료 중환자실에서 병마와 싸웠으나 결국 눈을 감게 되었습니다....,올빼미 기자의 스포츠 돋보기,https://blog.naver.com/dhkdtba12,20220817
광복절 코로나에 걸려도 올라오는 거상일지 ( 부제 : 코로나...,안녕하세요~ 코로나걸려서 갤갤대던 블로그 주인 MST 호랑이 입니다. 예...저는 지난 토요일에 코로나 증상이 올라오다가 새벽에 엄청 심해지고 일요일날 자가키트로 양성반응이 2번 나왔구요 오늘 PCR받고...,일상과 게임이 공존하는 세상,https://blog.naver.com/whddns4754,20220815
[코로나19] 제3차 하남형 소상공인 특별지원금 지원 안내,"끝나지 않은 코로나19, 하남형 소상공인 특별지원금으로 이겨내세요! 코로나19 피해 소상공인 중 정부 보상에서 제외된 간접피해 소상공인의 영업피해 회복과 고정비용 경감에 도움이 되고자, 하남시가 <제3차...",하남시 공식 블로그,https://blog.naver.com/hanam_story,20220801
220801~7 - 코로나 격리로 인한 집순이모드,처음 코로나가 걸리고 나서는 무적이 된 기분으로 마스크는 꼭 챙겨 쓰지만 그래도 난 이제 안 걸리겠지 싶은 마음으로 약간 걱정 없이 살았었는데 내가 또 걸리고 나니 이제는 정말 또또 걸릴까 봐 무섭다 하필...,AWESOME M.J.LIFE★,https://blog.naver.com/ar7mj,20220814
코로나 백신 4차 접종 완료한 화이저 백신 CEO 코로나 확진,4차 접종을 완료한 화이저 백신 회사 CEO 알버트 불라가 8월 15일 코로나 감염 확진... com/news/fully-vaccinated-pfizer-ceo-albert-bourla-announces-he-has-covid-19/ 불라는 화이저사 코로나 치료제...,관심가는 대로,https://blog.naver.com/peace_2000,20220817
국세청의 코로나 19 세정지원 사항,전 세계를 강타했던 코로나19 위기 상황이 서서히 마무리 되면서 우리 정부도 일상 회복에 속도를 내기... 그런데 안타깝게도 최근 들어 코로나19가 다시 재유행할 조짐을 보이고 있습니다. 7월 18일 신규...,[국세청 블로그] 아름다운 세상,https://blog.naver.com/ntscafe,20220719
태국 코로나는 독감처럼,"태국이 10월부터는 코로나를 독감 취급한다. 태국 전염병위원회가 COVID-19를 현재의 ‘위험한 전염병’... ‘감시하의 전염병`은 독감, 뎅기열과 같은 등급으로 태국 정부는 코로나를 ‘팬데믹’에서...",행복한 나라 태국의 상대적 진실-해리의 태국세상,https://blog.naver.com/leekiza,20220811
"코로나 재감염 증상, 합병증 및 롱코비드","● 오늘은 코로나 재감염 증상과 합병증 및 롱코비드에 대해서 나온 첫 번째 preprint 논문을 소개해... 논문입니다, 코로나 재감염 증상 먼저, 코로나 재감염 증상은 초회 확진과 마찬가지로, 발열, 두통, 기침...",의학노트-진료실의 QA,https://blog.naver.com/assdfg2,20220720
"코로나 걸려버린 일상,,,",일단 코로나 걸리기 전... 일상 카페거리에 있는 항아리보쌈이욥.. 토마토함박인가 먹었는데 다... 코로나에 걸려버린줄은... 아침에 딱 일어났는데 몸이 안좋은거임 열나는기분?? 목에 가래끼고 목 간지럽고...,-MY BLOG-,https://blog.naver.com/yo_kyong,20220801
동해안 바다 이쁘다  코로나 후유증,둘째 코로나 시작으로 줄줄이 확진후 가족 다 걸려 3주 가까이 지났다 코로나 가볍게 하고 넘어갈 좋은 체력이라 생각했는데 너무 쉽게 생각한것같다 생각보다 아팠다 이틀 열이 38.5 목은 또 왜그리 아픈지 목이...,왕뽈따구,https://blog.naver.com/amj5356,20220731
7월 넷째주 일기 코로나 격리해제 후유증,"#코로나6일차 입안이 다 헐어서 고추가루 들어간 음식 섭취 불가, 딱딱한거 불가, 맛 안느껴짐 ㅠ 코로나 약에 비타민에 구내염 약까지 챙겨 먹었더니 약땜에 배불렀음 맛이 안느껴져 간을 못하니 짜장, 카레...","밍꼬의 술, 고기 그리고 여행",https://blog.naver.com/vlzkcbzhwl,20220731
"코로나일기) 코로나 재유행, 그리고 코로나첫확진(모유수유...",코로나바이러스가 결국 재유행에 힘입어(?) 저희집까지 오고말았어요.. 어느날 남편이 몸이 피곤하다며... 그때만해도 코로나 의심을 못하고 그냥 집에 누워서 쉬게했는데 (혹시몰라서 방은 따로 씀) 다음날 열이...,Seize the day,https://blog.naver.com/god6262god,20220811
