팀1이름,팀2이름,팀1점수,팀2점수
두산,넥센,1,9
KIA,NC,5,5
삼성,LG,2,1
SK,롯데,0,6
두산,넥센,6,3
KIA,NC,11,4
SK,넥센,4,4
롯데,LG,2,7
KIA,NC,5,2
한화,삼성,14,2
삼성,KIA,10,4
롯데,SK,0,6
LG,두산,3,2
한화,넥센,5,11
삼성,KIA,6,0
두산,NC,8,4
롯데,LG,4,5
한화,SK,1,6
삼성,KIA,5,6
롯데,SK,3,4
LG,두산,3,1
한화,넥센,6,3
삼성,KIA,1,5
두산,NC,8,5
롯데,LG,2,1
한화,SK,1,4
삼성,KIA,4,1
두산,NC,3,1
롯데,LG,0,4
한화,SK,5,5
NC,한화,3,1
롯데,두산,2,3
LG,삼성,16,9
KIA,SK,2,9
NC,한화,5,1
롯데,두산,6,7
LG,삼성,2,9
KIA,SK,1,8
넥센,삼성,3,1
롯데,한화,3,9
LG,NC,1,2
KIA,두산,5,3
넥센,롯데,6,1
삼성,NC,2,4
두산,KIA,4,0
한화,LG,4,6
넥센,삼성,8,5
롯데,한화,4,3
LG,NC,6,7
KIA,두산,8,1
넥센,롯데,3,9
삼성,NC,1,3
두산,KIA,9,7
한화,LG,2,1
넥센,삼성,4,3
롯데,한화,4,3
LG,NC,1,8
KIA,두산,4,6
넥센,삼성,1,2
SK,두산,1,4
NC,롯데,3,5
LG,KIA,4,3
삼성,롯데,10,3
SK,한화,1,5
LG,두산,6,3
KIA,넥센,0,1
넥센,삼성,5,4
SK,두산,9,0
NC,롯데,6,6
LG,KIA,4,7
삼성,롯데,5,3
SK,한화,4,0
LG,두산,2,6
KIA,넥센,8,4
SK,삼성,8,4
NC,두산,8,6
롯데,한화,4,0
LG,넥센,5,3
삼성,롯데,6,1
SK,한화,8,5
LG,두산,2,5
KIA,넥센,13,9
SK,삼성,7,9
NC,두산,7,5
롯데,한화,6,4
LG,넥센,4,6
넥센,LG,6,4
두산,SK,3,8
롯데,KIA,3,0
한화,NC,8,4
두산,삼성,2,4
NC,넥센,1,6
LG,SK,1,6
KIA,한화,3,4
넥센,LG,3,1
두산,SK,12,13
롯데,KIA,5,1
한화,NC,6,4
두산,삼성,13,4
NC,넥센,6,5
LG,SK,11,5
두산,SK,11,2
한화,NC,3,7
KIA,넥센,2,4
한화,두산,6,2
SK,넥센,6,4
NC,두산,3,4
LG,롯데,4,2
KIA,삼성,0,3
삼성,롯데,5,2
SK,NC,2,0
KIA,넥센,9,6
한화,두산,3,2
SK,넥센,2,5
NC,두산,5,6
LG,롯데,3,4
KIA,삼성,1,9
넥센,LG,1,0
NC,삼성,1,2
롯데,KIA,7,2
한화,SK,0,3
SK,넥센,5,8
NC,두산,17,5
LG,롯데,3,8
KIA,삼성,4,5
삼성,두산,7,3
SK,KIA,1,3
NC,롯데,2,2
한화,넥센,7,2
넥센,LG,4,3
NC,삼성,9,1
롯데,KIA,4,5
한화,SK,3,4
삼성,SK,2,5
두산,NC,6,0
한화,롯데,0,1
삼성,두산,8,3
SK,KIA,4,3
NC,롯데,6,4
한화,넥센,1,19
삼성,두산,0,7
SK,KIA,9,2
NC,롯데,8,5
한화,넥센,5,6
두산,한화,4,5
롯데,SK,3,4
삼성,NC,2,1
KIA,LG,3,2
넥센,한화,2,3
NC,KIA,7,3
LG,롯데,8,2
넥센,한화,7,3
삼성,두산,0,4
NC,KIA,12,3
LG,롯데,3,2
삼성,NC,7,3
두산,한화,2,14
롯데,SK,6,5
KIA,LG,3,1
삼성,NC,7,4
두산,한화,15,8
롯데,SK,11,5
KIA,LG,4,7
SK,LG,4,3
두산,한화,12,2
롯데,넥센,5,4
KIA,삼성,5,2
넥센,두산,15,7
NC,SK,2,6
LG,삼성,4,8
한화,KIA,2,8
SK,LG,1,2
두산,한화,7,5
롯데,넥센,2,5
KIA,삼성,7,5
넥센,NC,2,1
SK,롯데,6,3
LG,한화,1,2
KIA,두산,2,6
넥센,두산,8,4
NC,SK,4,3
LG,삼성,9,1
한화,KIA,3,1
LG,한화,6,3
KIA,두산,5,6
넥센,두산,1,2
NC,SK,6,2
LG,삼성,3,2
한화,KIA,2,10
삼성,LG,7,2
두산,넥센,1,10
NC,SK,3,4
한화,KIA,11,5
삼성,한화,8,1
SK,LG,3,4
NC,KIA,10,5
롯데,넥센,2,1
삼성,LG,4,5
두산,넥센,5,6
NC,SK,6,10
한화,KIA,8,7
삼성,한화,6,1
SK,LG,5,1
NC,KIA,9,2
롯데,넥센,3,4
SK,KIA,5,3
롯데,NC,2,3
삼성,한화,1,3
SK,LG,0,1
NC,KIA,4,7
롯데,넥센,1,7
삼성,넥센,7,1
SK,KIA,1,2
롯데,NC,2,0
두산,롯데,3,8
한화,LG,4,3
두산,SK,9,7
롯데,삼성,1,0
KIA,LG,3,11
한화,NC,8,5
넥센,NC,6,4
두산,롯데,0,3
한화,LG,1,7
두산,SK,1,6
롯데,삼성,5,10
KIA,LG,2,7
한화,NC,1,9
넥센,NC,1,7
삼성,SK,5,4
두산,롯데,6,8
한화,LG,3,5
넥센,SK,7,3
삼성,한화,3,4
두산,롯데,11,4
NC,LG,0,1
넥센,두산,10,3
NC,한화,7,2
롯데,삼성,10,0
LG,KIA,11,2
넥센,SK,7,6
삼성,한화,9,2
두산,롯데,6,6
NC,LG,2,0
넥센,두산,4,8
NC,한화,8,3
롯데,삼성,2,1
LG,KIA,7,3
넥센,NC,3,1
KIA,한화,6,9
넥센,두산,4,11
NC,한화,1,5
롯데,삼성,3,5
LG,KIA,5,4
넥센,롯데,7,1
두산,삼성,3,4
LG,SK,5,3
KIA,한화,5,2
삼성,넥센,1,3
SK,NC,4,2
두산,LG,9,7
KIA,롯데,7,2
NC,삼성,5,8
LG,SK,8,4
KIA,롯데,3,12
한화,두산,1,3
삼성,넥센,3,3
SK,NC,5,11
두산,LG,3,5
KIA,롯데,3,6
LG,SK,2,8
넥센,KIA,4,1
삼성,두산,7,1
NC,롯데,3,4
삼성,넥센,7,15
SK,NC,4,7
두산,LG,4,5
KIA,롯데,3,13
넥센,KIA,6,0
SK,한화,5,6
두산,LG,6,0
두산,삼성,2,3
롯데,LG,4,7
KIA,넥센,2,8
한화,SK,3,12
삼성,넥센,8,6
SK,한화,9,3
KIA,두산,6,8
두산,삼성,1,2
롯데,LG,0,6
KIA,넥센,8,6
한화,SK,3,4
SK,한화,3,2
롯데,넥센,3,4
LG,NC,6,1
KIA,두산,3,11
두산,삼성,2,4
롯데,LG,8,2
KIA,넥센,6,4
한화,SK,8,4
롯데,두산,10,3
한화,삼성,1,4
SK,두산,7,5
NC,KIA,2,7
LG,한화,11,3
삼성,SK,6,4
롯데,KIA,8,2
넥센,롯데,3,6
SK,두산,1,2
NC,KIA,1,2
삼성,SK,7,3
NC,넥센,1,0
롯데,KIA,1,7
LG,한화,1,8
넥센,롯데,3,4
SK,두산,3,8
NC,KIA,7,8
LG,한화,6,1
삼성,SK,5,8
NC,두산,1,8
롯데,KIA,2,1
넥센,LG,3,4
삼성,NC,14,6
한화,롯데,5,9
롯데,삼성,4,3
KIA,SK,1,1
한화,NC,2,3
넥센,LG,0,9
삼성,NC,3,8
SK,KIA,3,8
한화,롯데,3,2
넥센,LG,4,5
삼성,NC,7,7
SK,KIA,7,9
한화,롯데,3,4
넥센,LG,4,0
KIA,SK,14,6
한화,롯데,0,6
삼성,LG,5,7
두산,넥센,6,11
한화,KIA,14,10
삼성,SK,2,4
롯데,두산,13,6
LG,NC,4,1
KIA,한화,8,2
삼성,한화,9,2
SK,롯데,1,7
두산,LG,7,3
KIA,NC,3,0
삼성,SK,5,2
롯데,두산,4,2
LG,NC,3,4
KIA,한화,6,3
넥센,NC,2,6
삼성,한화,8,2
LG,롯데,3,4
NC,넥센,4,1
롯데,SK,4,5
LG,삼성,8,4
한화,두산,2,7
넥센,NC,2,1
삼성,롯데,9,2
SK,KIA,9,0
한화,LG,11,8
NC,넥센,1,2
롯데,SK,3,2
LG,삼성,2,7
한화,두산,7,8
두산,KIA,7,6
넥센,SK,6,10
삼성,롯데,7,8
한화,LG,0,1
NC,넥센,5,9
롯데,SK,5,8
LG,삼성,8,2
한화,두산,3,8
넥센,KIA,8,3
SK,롯데,2,7
SK,넥센,3,2
넥센,한화,1,2
SK,NC,5,6
두산,LG,2,5
두산,넥센,3,4
삼성,한화,2,5
SK,넥센,4,7
두산,KIA,4,4
NC,롯데,2,3
두산,넥센,2,3
SK,넥센,6,2
두산,KIA,5,4
NC,롯데,0,2
넥센,두산,3,4
넥센,한화,7,8
SK,LG,2,1
두산,NC,6,5
KIA,삼성,5,6
넥센,두산,1,2
넥센,한화,6,5
SK,LG,0,4
두산,NC,2,1
KIA,삼성,2,4
두산,넥센,8,5
넥센,한화,6,0
SK,LG,3,4
두산,NC,5,9
KIA,삼성,3,10
두산,LG,4,2
넥센,NC,0,2
삼성,롯데,6,4
KIA,SK,8,2
두산,LG,0,2
넥센,NC,3,4
삼성,롯데,2,9
KIA,SK,3,4
한화,LG,8,9
LG,두산,4,5
LG,두산,1,5
삼성,두산,6,9
LG,넥센,10,12
두산,삼성,7,2
삼성,두산,2,4
SK,한화,3,9
롯데,KIA,6,8
LG,넥센,3,6
두산,삼성,5,1
삼성,두산,8,2
LG,넥센,2,11
삼성,두산,3,2
SK,삼성,9,3
두산,한화,5,0
NC,LG,1,2
롯데,넥센,1,3
삼성,두산,1,2
SK,삼성,4,5
두산,한화,6,2
NC,LG,1,8
롯데,넥센,6,2
삼성,두산,7,5
SK,삼성,5,1
두산,한화,0,6
NC,LG,2,4
두산,삼성,2,6
롯데,NC,1,2
한화,삼성,2,7
두산,삼성,3,7
롯데,NC,7,8
LG,SK,10,1
KIA,두산,2,9
한화,삼성,2,6
롯데,NC,1,10
넥센,SK,5,6
NC,두산,1,5
LG,롯데,5,3
한화,KIA,8,3
넥센,SK,9,10
NC,두산,0,4
LG,롯데,5,3
한화,KIA,2,6
이스턴,웨스턴,4,2
두산,넥센,5,8
NC,삼성,0,2
롯데,한화,5,4
KIA,LG,3,13
두산,넥센,6,8
NC,삼성,3,4
롯데,한화,6,5
KIA,LG,7,4
SK,한화,4,1
두산,넥센,3,10
롯데,NC,5,1
KIA,삼성,1,2
두산,넥센,11,5
NC,삼성,1,6
롯데,한화,5,1
KIA,LG,0,1
SK,한화,1,3
두산,넥센,4,4
롯데,NC,14,6
KIA,삼성,8,3
넥센,삼성,7,13
SK,롯데,11,1
LG,두산,12,15
KIA,NC,4,5
SK,삼성,8,2
두산,롯데,1,1
LG,NC,5,2
KIA,넥센,6,8
넥센,삼성,5,6
SK,롯데,4,7
LG,두산,9,5
KIA,NC,4,8
KIA,넥센,6,1
넥센,삼성,5,2
SK,롯데,4,3
LG,두산,4,7
KIA,NC,8,4
SK,넥센,0,6
NC,한화,2,2
삼성,KIA,8,5
두산,롯데,2,6
NC,SK,4,2
한화,넥센,10,3
SK,넥센,6,7
NC,한화,2,2
LG,삼성,2,5
삼성,KIA,16,4
두산,롯데,9,1
NC,SK,3,0
한화,넥센,2,5
넥센,NC,1,3
두산,KIA,6,4
롯데,삼성,3,6
LG,한화,4,3
삼성,KIA,12,2
두산,롯데,8,3
NC,SK,5,4
한화,넥센,2,5
넥센,NC,1,7
두산,KIA,7,7
롯데,삼성,4,3
LG,한화,12,2
넥센,KIA,6,4
삼성,LG,2,4
두산,SK,6,4
한화,NC,0,4
넥센,한화,7,8
SK,KIA,6,8
두산,NC,7,8
LG,롯데,11,6
삼성,LG,3,0
두산,SK,5,7
한화,NC,4,2
넥센,한화,5,5
SK,KIA,18,2
두산,NC,13,5
LG,롯데,9,10
넥센,KIA,0,6
삼성,LG,6,9
두산,SK,5,2
삼성,넥센,8,8
롯데,KIA,1,3
LG,SK,3,3
한화,두산,2,5
넥센,두산,4,5
LG,NC,5,1
KIA,롯데,3,5
삼성,넥센,6,4
롯데,KIA,1,7
LG,SK,3,7
한화,두산,4,4
넥센,두산,7,11
SK,한화,7,1
LG,NC,14,5
KIA,롯데,1,7
두산,SK,7,7
NC,삼성,9,4
KIA,LG,4,2
한화,롯데,13,8
SK,넥센,4,1
롯데,LG,5,4
KIA,NC,4,5
한화,삼성,3,10
한화,롯데,9,2
두산,SK,13,9
NC,삼성,4,2
KIA,LG,1,2
SK,넥센,4,4
롯데,LG,2,7
KIA,NC,5,2
한화,삼성,14,2
넥센,SK,8,3
LG,두산,4,5
KIA,삼성,2,1
삼성,KIA,10,4
롯데,SK,0,6
LG,두산,3,2
한화,넥센,5,11
넥센,SK,4,6
LG,두산,14,4
KIA,삼성,5,8
한화,롯데,4,2
삼성,KIA,5,6
롯데,SK,3,4
LG,두산,3,1
한화,넥센,6,3
한화,롯데,2,11
NC,한화,3,1
롯데,두산,2,3
LG,삼성,16,9
KIA,SK,2,9
삼성,한화,6,5
SK,LG,13,8
두산,넥센,3,9
NC,KIA,0,1
NC,한화,5,1
롯데,두산,6,7
LG,삼성,2,9
KIA,SK,1,8
삼성,한화,5,10
SK,LG,3,8
두산,넥센,9,5
NC,KIA,8,7
넥센,롯데,6,1
삼성,NC,2,4
두산,KIA,4,0
한화,LG,4,6
SK,LG,9,5
두산,넥센,4,6
NC,KIA,9,3
넥센,롯데,3,9
삼성,NC,1,3
두산,KIA,9,7
한화,LG,2,1
넥센,NC,1,5
삼성,롯데,2,4
KIA,두산,6,0
한화,SK,4,13
넥센,삼성,1,2
SK,두산,1,4
NC,롯데,3,5
LG,KIA,4,3
넥센,NC,9,6
삼성,롯데,4,6
KIA,두산,9,6
한화,SK,2,6
넥센,삼성,5,4
SK,두산,9,0
NC,롯데,6,6
LG,KIA,4,7
넥센,NC,3,4
삼성,롯데,7,1
KIA,두산,1,4
한화,SK,1,8
SK,삼성,8,4
NC,두산,8,6
롯데,한화,4,0
LG,넥센,5,3
SK,두산,1,2
LG,롯데,2,2
KIA,넥센,13,9
한화,NC,6,2
SK,삼성,7,9
NC,두산,7,5
롯데,한화,6,4
LG,넥센,4,6
SK,두산,5,4
LG,롯데,7,4
KIA,넥센,7,10
한화,NC,2,6
두산,삼성,2,4
NC,넥센,1,6
LG,SK,1,6
KIA,한화,3,4
SK,두산,0,5
LG,롯데,1,4
KIA,넥센,2,5
한화,NC,4,3
두산,삼성,13,4
NC,넥센,6,5
LG,SK,11,5
넥센,한화,7,6
SK,삼성,3,2
NC,LG,12,11
롯데,KIA,20,8
KIA,넥센,2,4
한화,두산,6,2
넥센,한화,6,2
SK,삼성,10,7
NC,LG,10,1
롯데,KIA,0,3
삼성,롯데,5,2
SK,NC,2,0
KIA,넥센,9,6
한화,두산,3,2
넥센,한화,4,2
SK,삼성,9,10
NC,LG,5,4
롯데,KIA,6,3
넥센,LG,1,0
NC,삼성,1,2
롯데,KIA,7,2
한화,SK,0,3
넥센,LG,3,1
두산,삼성,4,1
NC,롯데,5,3
한화,KIA,4,5
넥센,LG,4,3
NC,삼성,9,1
롯데,KIA,4,5
한화,SK,3,4
넥센,LG,5,2
두산,삼성,5,0
NC,롯데,8,7
한화,KIA,8,6
삼성,SK,2,5
두산,NC,6,0
한화,롯데,0,1
넥센,KIA,4,1
삼성,SK,5,1
두산,NC,5,4
한화,롯데,4,6
삼성,NC,9,3
롯데,두산,13,7
LG,한화,5,2
KIA,SK,0,11
넥센,한화,2,3
NC,KIA,7,3
LG,롯데,8,2
삼성,NC,1,6
롯데,두산,5,6
LG,한화,7,8
KIA,SK,4,6
넥센,한화,7,3
삼성,두산,0,4
NC,KIA,12,3
LG,롯데,3,2
삼성,NC,5,1
롯데,두산,3,2
LG,한화,8,9
KIA,SK,4,1
SK,LG,4,3
두산,한화,12,2
롯데,넥센,5,4
KIA,삼성,5,2
두산,한화,6,2
NC,SK,5,6
롯데,넥센,9,10
LG,삼성,1,8
SK,LG,1,2
두산,한화,7,5
롯데,넥센,2,5
KIA,삼성,7,5
두산,한화,9,6
NC,SK,5,3
롯데,넥센,10,2
LG,삼성,3,7
넥센,NC,2,1
SK,롯데,6,3
LG,한화,1,2
KIA,두산,2,6
두산,한화,3,9
NC,SK,13,7
롯데,넥센,3,10
LG,삼성,8,9
LG,한화,6,3
KIA,두산,5,6
삼성,넥센,14,2
SK,롯데,7,6
두산,NC,15,5
KIA,LG,2,3
삼성,LG,7,2
두산,넥센,1,10
NC,SK,3,4
한화,KIA,11,5
삼성,넥센,1,11
SK,롯데,4,5
두산,NC,6,2
KIA,LG,5,2
삼성,LG,4,5
두산,넥센,5,6
NC,SK,6,10
한화,KIA,8,7
삼성,넥센,2,1
SK,롯데,1,3
두산,NC,0,6
KIA,LG,1,2
SK,KIA,5,3
롯데,NC,2,3
넥센,두산,5,2
SK,KIA,18,5
LG,NC,2,3
삼성,넥센,7,1
SK,KIA,1,2
롯데,NC,2,0
넥센,두산,1,7
SK,KIA,3,6
롯데,한화,6,4
LG,NC,5,4
두산,SK,9,7
롯데,삼성,1,0
KIA,LG,3,11
한화,NC,8,5
넥센,두산,2,1
SK,KIA,2,20
롯데,한화,0,3
LG,NC,5,10
두산,SK,1,6
롯데,삼성,5,10
KIA,LG,2,7
한화,NC,1,9
넥센,KIA,3,2
두산,LG,8,3
NC,삼성,6,1
롯데,SK,6,5
넥센,SK,7,3
삼성,한화,3,4
두산,롯데,11,4
NC,LG,0,1
넥센,KIA,7,8
두산,LG,0,10
NC,삼성,3,4
롯데,SK,16,4
넥센,SK,7,6
삼성,한화,9,2
두산,롯데,6,6
NC,LG,2,0
넥센,KIA,16,8
두산,LG,7,2
NC,삼성,2,3
롯데,SK,5,9
넥센,NC,3,1
KIA,한화,6,9
삼성,SK,8,4
두산,롯데,10,19
NC,넥센,6,3
한화,LG,4,5
넥센,롯데,7,1
두산,삼성,3,4
LG,SK,5,3
KIA,한화,5,2
삼성,SK,5,4
두산,롯데,6,10
NC,넥센,24,5
한화,LG,8,7
NC,삼성,5,8
LG,SK,8,4
KIA,롯데,3,12
한화,두산,1,3
삼성,SK,5,0
두산,롯데,15,6
NC,넥센,3,4
한화,LG,6,2
LG,SK,2,8
넥센,KIA,4,1
삼성,두산,7,1
NC,롯데,3,4
삼성,두산,12,2
롯데,NC,3,1
LG,넥센,5,6
KIA,한화,3,2
넥센,KIA,6,0
SK,한화,5,6
두산,LG,6,0
삼성,두산,2,17
롯데,NC,2,4
LG,넥센,4,2
KIA,한화,11,5
삼성,넥센,8,6
SK,한화,9,3
KIA,두산,6,8
삼성,두산,1,8
롯데,NC,1,10
LG,넥센,1,8
KIA,한화,5,2
SK,한화,3,2
롯데,넥센,3,4
LG,NC,6,1
KIA,두산,3,11
두산,SK,9,6
롯데,LG,0,5
KIA,NC,5,6
한화,삼성,1,7
롯데,두산,10,3
한화,삼성,1,4
두산,SK,12,2
롯데,LG,1,2
KIA,NC,5,9
한화,삼성,3,10
삼성,SK,6,4
롯데,KIA,8,2
두산,SK,10,1
롯데,LG,9,4
KIA,NC,6,5
한화,삼성,3,3
삼성,SK,7,3
NC,넥센,1,0
롯데,KIA,1,7
LG,한화,1,8
넥센,롯데,3,4
삼성,KIA,4,3
SK,한화,3,5
NC,두산,3,8
삼성,SK,5,8
NC,두산,1,8
롯데,KIA,2,1
넥센,롯데,14,2
삼성,KIA,14,7
SK,한화,8,4
NC,두산,2,3
롯데,삼성,4,3
KIA,SK,1,1
한화,NC,2,3
넥센,롯데,6,11
삼성,KIA,8,2
SK,한화,2,5
NC,두산,9,4
넥센,LG,4,0
KIA,SK,14,6
한화,롯데,0,6
SK,NC,2,8
롯데,삼성,2,7
LG,KIA,7,10
한화,넥센,1,3
삼성,LG,5,7
두산,넥센,6,11
한화,KIA,14,10
SK,NC,10,2
롯데,삼성,5,7
LG,KIA,4,0
한화,넥센,9,7
삼성,한화,9,2
SK,롯데,1,7
두산,LG,7,3
KIA,NC,3,0
SK,NC,3,2
롯데,삼성,5,6
LG,KIA,12,6
한화,넥센,16,3
넥센,NC,2,6
삼성,한화,8,2
LG,롯데,3,4
넥센,삼성,3,6
LG,SK,10,6
KIA,롯데,2,3
한화,두산,5,11
넥센,NC,2,1
삼성,롯데,9,2
SK,KIA,9,0
한화,LG,11,8
넥센,삼성,4,5
LG,SK,4,6
KIA,롯데,4,1
한화,두산,12,8
두산,KIA,7,6
넥센,SK,6,10
삼성,롯데,7,8
한화,LG,0,1
넥센,삼성,2,18
LG,SK,6,9
KIA,롯데,7,5
한화,두산,6,9
넥센,KIA,8,3
SK,롯데,2,7
삼성,LG,4,5
SK,넥센,5,10
두산,KIA,5,8
NC,한화,18,9
넥센,한화,1,2
SK,NC,5,6
두산,LG,2,5
삼성,LG,7,4
SK,넥센,5,7
두산,KIA,10,6
NC,한화,18,1
두산,넥센,3,4
삼성,LG,4,2
SK,넥센,9,4
두산,KIA,15,10
NC,한화,15,7
두산,넥센,2,3
SK,한화,6,1
NC,KIA,8,6
롯데,두산,1,6
LG,넥센,5,11
넥센,두산,3,4
SK,한화,7,3
NC,KIA,8,7
롯데,두산,23,1
LG,넥센,9,5
넥센,두산,1,2
SK,한화,3,9
NC,KIA,5,6
롯데,두산,14,5
LG,넥센,4,8
두산,넥센,8,5
넥센,NC,3,5
KIA,삼성,1,4
두산,LG,4,2
넥센,NC,3,20
두산,SK,7,8
KIA,삼성,5,14
두산,LG,0,2
넥센,NC,5,9
두산,SK,2,4
KIA,삼성,13,12
한화,롯데,1,10
LG,두산,4,5
삼성,한화,3,6
두산,넥센,10,15
롯데,SK,4,7
KIA,LG,5,3
LG,두산,1,5
삼성,한화,7,4
두산,넥센,7,9
롯데,SK,4,0
KIA,LG,9,2
두산,삼성,7,2
삼성,한화,7,2
두산,넥센,11,9
롯데,SK,3,0
KIA,LG,3,20
두산,삼성,5,1
삼성,넥센,5,5
NC,두산,8,4
LG,롯데,5,2
한화,KIA,16,15
삼성,두산,3,2
LG,롯데,1,4
한화,KIA,2,9
삼성,두산,1,2
삼성,넥센,4,7
NC,두산,3,4
한화,KIA,10,11
삼성,두산,7,5
SK,LG,9,10
두산,삼성,6,4
KIA,롯데,6,8
한화,NC,5,2
두산,삼성,2,6
SK,LG,4,1
두산,삼성,6,7
KIA,롯데,4,6
한화,NC,2,10
두산,삼성,3,7
SK,LG,2,15
두산,삼성,1,3
KIA,롯데,8,4
한화,NC,2,11
넥센,KIA,9,4
삼성,SK,12,5
롯데,NC,5,10
LG,두산,6,7
넥센,KIA,11,4
삼성,SK,10,9
롯데,NC,2,5
LG,두산,10,8
넥센,KIA,1,3
삼성,SK,8,3
롯데,NC,7,5
LG,두산,8,2
삼성,NC,11,4
SK,넥센,3,4
KIA,두산,7,1
SK,넥센,5,6
LG,한화,2,4
KIA,두산,4,2
삼성,NC,3,0
SK,넥센,5,10
LG,한화,10,7
KIA,두산,1,0
SK,한화,4,1
두산,넥센,3,10
롯데,NC,5,1
KIA,삼성,1,2
LG,한화,4,2
SK,한화,1,3
두산,넥센,4,4
롯데,NC,14,6
KIA,삼성,8,3
넥센,삼성,6,5
SK,KIA,12,4
NC,LG,6,0
롯데,한화,5,6
SK,삼성,8,2
두산,롯데,1,1
LG,NC,5,2
KIA,넥센,6,8
넥센,삼성,3,14
SK,KIA,4,5
NC,LG,3,1
롯데,한화,9,3
KIA,넥센,6,1
넥센,삼성,15,9
SK,KIA,4,8
NC,LG,0,4
롯데,한화,10,9
SK,넥센,0,6
NC,한화,2,2
넥센,두산,2,8
NC,롯데,7,8
LG,SK,4,5
한화,삼성,6,4
SK,넥센,6,7
NC,한화,2,2
LG,삼성,2,5
넥센,두산,8,1
NC,롯데,1,4
LG,SK,1,4
한화,삼성,4,15
넥센,NC,1,3
두산,KIA,6,4
롯데,삼성,3,6
LG,한화,4,3
넥센,두산,7,0
NC,롯데,0,9
LG,SK,11,4
한화,삼성,2,9
넥센,NC,1,7
두산,KIA,7,7
롯데,삼성,4,3
LG,한화,12,2
SK,NC,4,5
두산,KIA,4,3
롯데,넥센,7,12
한화,LG,0,1
넥센,한화,7,8
SK,KIA,6,8
두산,NC,7,8
LG,롯데,11,6
롯데,넥센,3,7
한화,LG,2,6
넥센,한화,5,5
SK,KIA,18,2
두산,NC,13,5
LG,롯데,9,10
SK,NC,7,11
두산,KIA,3,6
롯데,넥센,9,10
한화,LG,4,5
삼성,넥센,8,8
롯데,KIA,1,3
LG,SK,3,3
한화,두산,2,5
삼성,두산,4,5
SK,롯데,2,6
LG,NC,6,3
KIA,넥센,10,6
삼성,넥센,6,4
롯데,KIA,1,7
LG,SK,3,7
한화,두산,4,4
삼성,두산,6,0
SK,롯데,7,8
LG,NC,2,0
KIA,넥센,4,6
두산,SK,7,7
NC,삼성,9,4
KIA,LG,4,2
한화,롯데,13,8
삼성,두산,7,4
KIA,넥센,4,5
한화,롯데,9,2
두산,SK,13,9
NC,삼성,4,2
KIA,LG,1,2
SK,롯데,10,3
LG,NC,1,4
넥센,SK,8,3
LG,두산,4,5
KIA,삼성,2,1
넥센,한화,17,3
두산,LG,14,8
롯데,삼성,0,4
KIA,SK,10,6
넥센,SK,4,6
LG,두산,14,4
KIA,삼성,5,8
한화,롯데,4,2
넥센,한화,13,1
두산,LG,2,3
롯데,삼성,4,5
KIA,SK,3,9
한화,롯데,2,11
넥센,한화,2,4
두산,LG,13,12
롯데,삼성,5,2
KIA,SK,7,5
삼성,한화,6,5
SK,LG,13,8
두산,넥센,3,9
NC,KIA,0,1
SK,삼성,4,12
NC,넥센,1,6
롯데,KIA,12,5
한화,두산,9,6
삼성,한화,5,10
SK,LG,3,8
두산,넥센,9,5
NC,KIA,8,7
SK,삼성,13,10
NC,넥센,10,5
롯데,KIA,4,5
한화,두산,3,6
SK,LG,9,5
두산,넥센,4,6
NC,KIA,9,3
SK,삼성,4,1
NC,넥센,9,1
롯데,KIA,2,0
한화,두산,2,1
넥센,NC,1,5
삼성,롯데,2,4
KIA,두산,6,0
한화,SK,4,13
삼성,LG,1,7
한화,SK,8,3
넥센,NC,9,6
삼성,롯데,4,6
KIA,두산,9,6
한화,SK,2,6
넥센,롯데,4,3
삼성,LG,2,9
두산,NC,8,10
한화,SK,12,3
넥센,NC,3,4
삼성,롯데,7,1
KIA,두산,1,4
한화,SK,1,8
웨스턴,이스턴,13,2
SK,두산,1,2
LG,롯데,2,2
KIA,넥센,13,9
한화,NC,6,2
삼성,롯데,5,3
NC,한화,11,12
LG,KIA,3,5
SK,두산,5,4
LG,롯데,7,4
KIA,넥센,7,10
한화,NC,2,6
삼성,롯데,15,12
NC,한화,8,4
LG,KIA,11,8
SK,두산,0,5
LG,롯데,1,4
KIA,넥센,2,5
한화,NC,4,3
삼성,롯데,17,1
SK,두산,7,0
NC,한화,23,9
LG,KIA,6,2
넥센,한화,7,6
SK,삼성,3,2
NC,LG,12,11
롯데,KIA,20,8
NC,삼성,6,10
KIA,한화,3,8
넥센,한화,6,2
SK,삼성,10,7
NC,LG,10,1
롯데,KIA,0,3
넥센,SK,1,2
NC,삼성,1,5
롯데,LG,2,6
KIA,한화,1,2
넥센,한화,4,2
SK,삼성,9,10
NC,LG,5,4
롯데,KIA,6,3
넥센,SK,10,6
NC,삼성,1,3
롯데,LG,4,3
KIA,한화,17,5
넥센,LG,3,1
두산,삼성,4,1
NC,롯데,5,3
한화,KIA,4,5
넥센,SK,10,8
롯데,LG,3,5
넥센,LG,5,2
두산,삼성,5,0
NC,롯데,8,7
한화,KIA,8,6
두산,롯데,12,1
LG,삼성,7,6
KIA,NC,3,7
한화,넥센,3,18
두산,롯데,1,3
LG,삼성,8,9
KIA,NC,4,5
한화,넥센,2,6
삼성,NC,9,3
롯데,두산,13,7
LG,한화,5,2
KIA,SK,0,11
두산,롯데,3,13
LG,삼성,4,8
KIA,NC,1,9
한화,넥센,9,8
삼성,NC,1,6
롯데,두산,5,6
LG,한화,7,8
KIA,SK,4,6
